,name,date,rating,text
261,christine gonzales,21-Mar-24,5,i buy products like wal mart pop tastes flat sometimes i think in warehouse too long but from amazon it has full flavor tastes like soda and not bashed cans for delivery thanks amazon.
262,JS,29-Mar-24,4,"put this in the fridge, it is better cold. i like raspberry flavor, i want to try the zero raspberry. i wish this didn't have any calories."
263,Mr Chris,19-Mar-24,4,"these cokes taste good and they’re right out of the bottle pretty carbonated, but it just doesn’t seem the same as opening like 12 ounce can of coke. but i still like them now i’ll re-ordered them so i guess i don’t mind."
264,Chamberlain ,10-Apr-24,5,it's worth the price.
265,Rhiannon Dea,4-Apr-24,5,arrived in good condition.
266,Twanna Smith,7-Apr-24,4,good product.
267,Mario Walls,1-Apr-24,5,"loved it, great quality for the price."
268,Moose,8-Apr-24,5,coke is always great.
269,M Varry,4-Apr-24,4,"convient, delivered to my doir."
270,Jj,3-Apr-24,5,i enjoyed it thanks.
271,Kenny,9-Apr-24,5,tasty.
272,Steve Lockwood,1-Apr-24,5,"great price, and arrived the next day."
273,Hang Do,6-Apr-24,5,thank you.
274,Marlene Lavene,19-Mar-24,4,"i liked the coke, not so much the spice. i'd rather have cherry coke or vanilla coke."
275,Angela Farooqui,1-Apr-24,5,the price is unbelievable.
276,NC BLUE,31-Mar-24,5,great packing great price.
277,Vicki J.,23-Mar-24,5,i like this because it's not fancy and it's the coke i've loved for all these years.
278,mag,21-Mar-24,5,really good value considering a single bottle is like 2$ at almost any grocery store.
279,Lee,29-Mar-24,5,great soda great price.
280,Foxy,7-Mar-24,5,coke is my favorite beverage so i was pleased to find this 6 pack on amazon at a low price. i have ordered this product several times and will continue to order it each week if amazon keeps the price low.
281,John michael cobb,1-Apr-24,5,good.
282,JN,11-Mar-24,5,like the liter size for family of 2-3.. decent sale price. just enough for a meal you want a bottlevofvsodavwith.
283,Darrin S,16-Mar-24,5,delivered to my job for everyone to enjoy a little pick me up! perfect.
284,Ruth Wilson,19-Mar-24,4,love these drinks.
285,L.B.,12-Mar-24,5,love this new flavor. great into price on this 6 pak as well. recommend.
286,Cheryl Chamberlain,13-Mar-24,5,items came without any problem. great comfort food yo have delivered to the house!
287,KU4T,5-Mar-24,5,coke spiced flavor is lasting...reminds me of a potpourri store very tastee & vibrant spiced flavor. really love it and happy for fancy flavors from coca-cola.
288,Levi,13-Mar-24,5,exactly what we wanted. no damage to the pop.
289,Ryan,5-Mar-24,5,surprisingly delicious! reminds me of icee of wild cherry and blue raspberry mixed together just softer in flavor and add carbonation. would purchase again. hope it sticks around.
290,ashley,7-Mar-24,5,i snagged this at a good price. cheaper than the stores.
291,Que Choca,2-Mar-24,5,normally you pay an arm and a leg for delivery of liquids. this is very reasonably priced with free delivery.
292,Reader515,22-Feb-24,5,"if you loved california raspberry coca-cola and missed the taste, well it's back with a little spice to it. i love the flavor, you can smell the raspberries before you even taste it. this is my favorite coke product, i am so glad it's back...for good!!"
293,Grant,6-Mar-24,5,can't beat this.
294,Edward D Black,12-Mar-24,5,real good.
295,Badger11,11-Feb-24,4,there's a hint of a taste difference between these cokes and those i buy from walmart. almost like diet coke in similar flavor.
296,Marcia S. Pec,10-Mar-24,5,my favorite soft drink.
297,Miller,5-Mar-24,5,great taste.
298,Orion,3-Mar-24,5,it tastes great. especially the cherry flavor.
299,Isabel Vazquez-Carvalho,4-Mar-24,5,tastes good.
300,Timi,1-Mar-24,5,love coke.
301,Suzzy,17-Feb-24,5,they were just how i expected them.
302,Larry Young,21-Feb-24,5,taste like coke.
303,Ernest Koschineg,17-Feb-24,5,i love coke and always will.
304,Love it,16-Feb-24,5,buying more.
305,Richard ,13-Feb-24,5,good price free shipping for prime.
306,Tricia,5-Feb-24,5,we try to keep this great product on hand. awesome taste with everything.
307,Amazon Customer,4-Feb-24,5,i really like coke it’s one of my favorite pops to drink.
308,JB,25-Mar-24,3,"it's better to just go to the store! yes its great to deliver to your doorstep. travel time is not worth it, but a good deal. my personal favorite experience for optimal flavor and freshness and carbonation is still the aluminum can (in date) in the freezer for about 10minutes!"
309,Syd Sadowski,4-Jan-24,4,"it’s good, but sad that these are getting more expensiv."
310,Tommie Roe,16-Mar-24,3,not impressed sorry coke you missed the mark ! i don’t taste any spice only over sweet coke! by the way i like coke! wished i could have tasted the cinnamon coke but never got any because i couldn’t find it my town! not a good idea they should have called it raspberry coke no spiced.
311,Amazon Customer,19-Mar-24,3,it is good but i would buy one or more spiced coke to see if you like it. spiced coke is an acquired taste. my friends like it they agreed with me about this coke being an acquired taste. it's not for everybody. our tongues are very subjective.
312,make sure you🙈,8-Apr-24,3,one more time got it not long using days.
313,kathleen johnson,2-Feb-24,5,tastes like cola.
314,Ryan and Valerie Smith,27-Mar-24,3,"it’s alright, it’s not very bad, it’s just kinda meh."
315,Becca,1-Feb-24,5,fantastic.
316,Patricia,27-Jan-24,5,thanks i am happy for my pop. great deal.
317,A. Nuran,17-Mar-24,3,"it's coke, but the ""spice"" flavor just doesn't work with the base citrus."
318,These were listed as postpartum underwear. Which means they would be worn while still bleeding Not ???,10-Mar-24,3,"it looked like regular coke, so that’s what i was meaning to order not the spiced."
319,Robert Finley,24-Dec-23,5,we drink a lot of diet coke and this is a great price just wish we could buy more and often. plus it’s delivered to the porch.
320,nathan19nj,6-Mar-24,3,doesn't taste terrible. but i won't buy it again. i thought it would have some spiced flavor. nope.
321,Sandra,15-Nov-23,4,like.
322,Cherie J.,13-Sep-23,4,"it's the same great flavor when i first tried it years ago. the coke company is definitely consistent with their flavors, and i certainly appreciate it. thank you."
323,Lelia Tucker,28-Feb-24,3,the product was fine.
324,Matilda Manning,13-Jan-24,5,refreshing.
325,Kindle Customer,20-Sep-23,4,"i ordered 24 bottles and the majority was fine, but out of 24, 5 of them were flat."
326,Mary Miller,9-Jan-24,5,like the taste.
327,Kat Williams,28-Mar-24,2,"i'm a coke lover. had i a choice, i would drink coke as my every meal and refuse food. it is a delicious beverage in general and even the diet and free versions are delectable. i eagerly ordered this spiced coke anticipating a homey hint of cinnamon and ginger or perhaps an exotic blend of cardamom and star anise. instead i got 6 bottles of hog swill. i truly believe the makers of coke have used carbonated water to clean the old coke from their processing machines then bottled the remnants with a couple cheap drops of raspberry flavor and caramel coloring. it is vile. 0 stars for me, but 2 for my 11 year old who also found it distasteful but drank it happily because he is never allowed to drink caffienated softdrinks."
328,Lynn Kostelecky,28-Dec-23,5,tastes great!
329,Linda T. I got my fan a few days before the day it first said which is great. The fan works REALLY great. I am very happy with the fan that I got.,16-Sep-23,4,im happy with it .
330,David U,21-Oct-23,5,"there's nothing, other than cold water, that is as refreshing as an ice cold bottle of coca-cola on a warm day. there's something about the bottle that gives coke a jolt of refreshness. i suggest trying coke in a bottle."
331,skipper44,15-Aug-23,5,"these came fast. if you do the math, you will see that you are getting each drink for much less than you would pay at a retail outlet in a city. i live in charleston s.c. and it is very expensive here. a 16 ounce coke here goes for about $2.00. with amazon prime, you save on shipping costs and get your product faster. i'm reordering before i run out. i highly recommend this product from this seller. they know customer service!"
332,Lii,19-Dec-23,5,good.
333,Roger Mastrude,5-Sep-23,4,"it actually is recyclable, at least in my community!"
334,robb,22-Nov-23,5,"6 pack came intact, at a great price and right to my door. awesome."
335,Zach Brunner,22-Oct-23,5,"you know it, you love it. if you can get this on sale, then it's a good value and it's delivered straight to you. not much better than that."
336,quasilyon,27-Aug-23,4,what's to write. it's coca cola.
337,Debbie Truman ,6-Oct-23,5, lol i'm addicted to coke cola love this drink and here i can keep in stock at great prices and it's delivered to my door very convenient for me i love amazon.
338,Tina Slosser,28-Oct-23,5,it's coke in in a 16 or z bottle.sadly it took almost a month to be shipped.
339,Janna Harris,8-Nov-23,5,"what can i say, it’s coke, the taste everyone loves!"
340,carmen,12-Aug-23,4,too expensive!!
341,Tracy Affield,27-Nov-23,5,love my coke!!
342,BLAIRFILM@gmail ⭐⭐⭐⭐⭐,29-Jan-24,5,"nothing in the universe tastes just like coke. plenty of value in this pack of ten when you compare to other brands and off brands. and nothing i've ever tried has tasted better than coca-cola!full of flavor, just the right size for over glass with ice, plenty of great carbonation and it lasts longer than most any other soft drink in the world.when i don't feel good or when my back hurts the only relief i get is from peeing a can of this over a glass full of medium ice cubes. i love the crackling of the ice as the cola pours over it and i love that taste so much it's hard to wait for it to calm down and get cooler! i have to take a drink everytime!i hope this is helpful!"
343,Rhonda E,20-Mar-24,5,"since i was in my teens, i have always drank the real coca cola. i started buying these 7 1/2 ounce cans. the taste is great. i like cans better than plastic bottles. the glass bottles were the best, but i can’t find them now. these cans are nice since they are a smaller version and stay cold until gone. thank you coca cola for making them. thank you amazon for carrying them and delivering them."
344,Anonymous ,3-Apr-24,5,live this brand of soda. so refreshing though bad for the teeth and heart. but on a hot day it does the trick. refreshes. .
345,Oldman69,14-Apr-24,5,everything was great.
346,Thais Bury,21-Mar-24,5,"size of cans is good, packaging was great, and taste is .. cokey ! lol."
347,Stephanie,5-Apr-24,5,i ordered 3 ten packs of coke zi only got 1 i need you to send.m3e the other 2.
348,Texas Gal,30-Mar-24,4,tiny cans.
349,Nelly Nice,2-Apr-24,5,i just started drinking this product (not a big soda drinker). i love the small cans because it is the right amount for me.
350,Amazon Customer,8-Apr-24,5,warren buffet is never wrong on anything worth a dollar. so buy the coke.
351,Need to speak to someone ASAP,14-Apr-24,5,love it.
352,ChaimMarko,7-Apr-24,5,i like these small cans. they do a great job for this stuff.
353,HAZEL EYES,3-Apr-24,5,excellent price i bought 2 packs of 10 arrived next day .very satisfied with my purchase.
354,Cheryl Long,9-Apr-24,5,it's coke n it's great.
355,Mama_Bear,11-Apr-24,5,great drink.
356,jerilynne mitchell,8-Apr-24,5,small size but good.
357,Tami grisham,8-Apr-24,5,like.
358,Constant Theodule,15-Mar-24,5,the perfect size because it is not good to have too much of a good thing and original taste because it takes me back to the 70's when i was a kid!
359,N. LaVine,21-Mar-24,5,love this flavor of coke - really sorry it’s going away.
360,Tina,13-Mar-24,5,these are great if you want your coke product but are trying to cut back. they’re small but enough to enjoy the great coke taste!
361,Just a guy,14-Mar-24,5,you can still treat yourself to a real coke if dieting. have a little one and enjoy.
362,Patsy Devers,16-Mar-24,5,these are fine!
363,mike000mike,18-Feb-24,5,the big thing is finding this size of coca-cola at a good price in this case it's not about product quality but i will say whoever sold this to me it was fresh and the price of the time was good.
364,Bonnie,9-Mar-24,5,was too expensive.
365,Crazy TV Geek,24-Feb-24,5,as always... great soda!!!! itsy bitsy sip of coke. actually needed after recent stomach problem.
366,Jason,24-Feb-24,5,there is nothing much to say it taste like coca cola.
367,Marchelle L.,26-Feb-24,5,i love the mini cokes taste great to.
368,Erik,16-Feb-24,5,this is a great product if you're crazy craving coke i thought they were in a bigger can but still it did the job.
369,Matthew Smothers,22-Feb-24,4,coke needs to stop price gouging.
370,Placeholder,30-Jan-24,4,product wasn't leaking but not enough packing material s was busted open. the juice boxes had a leak as well. product was fine otherwise.
371,Arnie M,22-Feb-24,5,hey! it's cocacola. speaks for itself.
372,Sci-Fi Writer,14-Feb-24,5,the 7 oz. size is perfect for making cocktails.
373,Veronica gonzales,17-Feb-24,5,great deal its all i ever drink.
374,kitten,6-Feb-24,5,i recommend cocoa ola to all the soda drinkers out there.
375,Kindle Customer,4-Feb-24,5,i love everything about it and the cans weren't smashed.
376,Shawna C.,30-Jan-24,5,i absolutely love this size can of coca cola! thank you for the can size!
377,H2,20-Mar-24,3,"i purchased this item expecting a full size can of soda. other than the mention of ounces, the description fails to announce that these are mini soda's. i know i should probably be aware of how many ounces a standard soda can is, so that i don't have to count on the description, but they're literally called ""mini"" for a reason."
378,Amazon Customer,7-Feb-24,5,i love coke.
379,Carlos,29-Jan-24,5,delicious and refreshing as always. i like these compact 90 calorie cans.
380,Tara,29-Jan-24,5,what is there to review! come is the best! always will be!!
381,Mtnman,29-Jan-24,5,awesome deal on a name brand product.
382,t roth,3-Dec-23,5,"i recently purchased a case of coca-cola and i have to say, i'm very pleased with my purchase. the soda arrived in perfect condition and tasted just as great as i remember from my childhood. the convenience of being able to have it delivered right to my door is a game-changer and i will definitely be purchasing again in the future. overall, i highly recommend coca-cola and buying it from amazon!"
383,Colin Steiger,30-Jan-24,5,best value on coca-cola.
384,Dianne Foote,22-Jan-24,5,mom enjoyed it. have a coke and a smile .
385,Denise Edwards,24-Mar-24,3,"these sodas were old and were flat. after being refrigerated and cold, these was no buzz or taste of cherry or coke flavor. has the formula been changed ???"
386,chris reed,21-Jan-24,5,coke soda original tast nice and its at a cheap price.
387,veronica williams,22-Jan-24,5,the best cola soda ever!
388,Xuberance60-MD,6-Nov-23,4,"significant price change in recent times. just order less often than when i purchased in the past. oh well, welcome to 2023 and beyond."
389,Mecca Dawkins,16-Jan-24,5,great buy. i was worried they would be flat but they never are. i order every month.
390,PHILLY BOXBOY,14-Sep-23,4,"i thought i was ordering bigger size cans,but amazon was out of stock on so many soft drinks.the o'der,maybe classic coke.. had a powerful carbonation and a ""smokey"" or hard to explain,almost root beer flavor,this one seems to be a bit watered down,also the regular size 12 oz can was just right to accompany a sandwich or snack,this size always require a second can,a bit sneaky by coke but hey ..."
391,Linda Dickerson,20-Dec-23,5,"this was one of the easiest shopping experiences i've had in a long time. shipping super fast, product packaged super well and even a kind note in the package to me. these folks are perfect!!!!!!! thank you!!!!"
392,debra lou anthony,25-Dec-23,5,this is a great price for 10 cans of mini cokes. great for those that can't drink a large bottle. even better for little kids.
393,Tricia,19-Jan-24,5,always keep on hand. great taste as always.
394,TARA M.,20-Jan-24,5,only flavor of coke we buy.
395,David Martinez,31-Dec-23,5,i prefer this type of drink over any of the similar taste brands. there is nothing like a cold coca cola can on a weekend.
396,ARC.WSI,23-Jan-24,5,"yummy, that’s all folks."
397,DHG,14-Jan-24,5,it’s the real thing!!! we love it!!!!
398,Isabel Vazquez-Carvalho,12-Jan-24,5,takes the soda craving away in a smaller size.
399,Loretta,13-Jan-24,5,cute small can love coke.
400,Hunter,25-Dec-23,5,a little pricy but having them delivered was worth it. arrived on time and in good shape. was packaged well.
401,Robert,15-Nov-23,4,good soda.
402,Lana,5-Jan-24,5,it never changes.
403,Sober,22-Dec-23,5,"i rarely drink soda, but when i do it's only this flavor."
404,Mamie Jackson,5-Jan-24,5,thirst quenching for your thirst.
405,E. Michael Richards,25-Dec-23,5,the perfect size and good value. prompt delivery.
406,Brandi Pearl,30-Oct-23,5,"these little cans help me cut down on waste by providing just a little soda at lunch, while taking meds, etc. they are quite portable. they are a reasonable value. i would purchase them again. they arrived in date and in very good condition."
407,Rachel S.,4-Dec-23,5,"i try to be careful how much soda i drink, especially portion size, so these little cans are great!"
408,Decorative tree lamp,25-Dec-23,5,delicious. crisp. refreshing.
409,Emi,27-Jan-24,3,i won't order this again. the coke isn't expired yet. it expires in 8 months but it was somewhat flat. it was much less carbonated than when i buy it at the store.
410,Bailey Pruitt,11-Dec-23,5,great quality tasted a lot better than it normally does.
411,linda cullere,13-Dec-23,5,perfect size and a pretty good price.
412,Byline by Lynn,3-Dec-23,5,love the price on amazon! substantial savings over buying at the grocery store.
413,bg,12-Dec-23,5,we love coca cola.
414,Andrea,31-Mar-23,5,"the coca-cola 12 fl oz pack of 24 is like a party in a box (or should i say, a can). with enough soda to go around, you can invite all your friends over and still have some left for yourself.and the taste? it's like a fizzy explosion of happiness in your mouth. sweet, refreshing, and just the right amount of carbonation.plus, the fact that it comes in a pack means you can stock up and never run out (unless you're really popular or have a serious soda addiction).overall, i highly recommend the coca-cola 12 fl oz pack of 24. it's the perfect choice for anyone who wants a classic soda that never goes out of style. trust me, your taste buds (and your guests) will thank you."
415,Amber,18-Aug-23,5,"who came up with the idea of cinnamon coke? because i appreciate this genius idea from whomever actually did. i can’t even describe how good it was, so i’d just say try it; you will be glad you did. it is a little expensive for what you get, but if you want to give yourself a rare treat, this is the way to do it!"
416,Bornwithvail,29-Nov-23,5,i love coke i always buy this.
417,Jakobe,2-Aug-18,5,"i live near atlanta georgia so having this in the house at all times is required by an unwritten law. we do not say the ""p"" word here.pros:- it's delicious.- it's nostalgic.- it's best in a can or glass bottle.cons:- none!how to pour a perfect coke:the goal: master the art of pouring a coke from a can into a glass as part life's right of passage.the purpose is to preserve the bubbles from can to glass and here is how to do it perfectly. the secret is ""wet ice"" and a cold coke.what you'll need:- can of coke- a tall narrow glass, not plastic never use plastic.- good clear cubed ice preferably bagged ice or filtered water ice. crushed ice, although very tasty isnt reccomended.what to do:1. chill those cans, get them cold.2. put ice in the glass. tip: wet ice is best. not directly from the freezer that it is so cold your fingers stick to it, but rather cubes that have a wet or shiny appearance. (you can run a little water over them to smooth them up then dump the water out)3. pop open the can4. tilt the glass and pour one ounce of coke over the ice, then wait a few micro moments for the bubbles to briefly settle.5. keep glass tilted and pour the coke down the inside of the glass, filling up the glass. dont just glug it in there. go easy and smooth.6. save about one ounce and pour into middle of glass to give a little head to the foam.now you have a perfectly poured bubbly and refreshing classic coke!this method preserves the bubbles and the fresh crisp taste of the coke from can to glass, the wet ice and slow pour keep as many bubbles as possible."
418,Mark,24-Nov-23,5,good price and very good drink highly recommend it.
419,KitKat,6-Dec-23,3,"the item came early, however, when i picked up the package, i could hear the cans rolling around inside the box. when i opened the box, the package had been torn open. so needless to say i won't be drinking from these cans because who knows what was possibly injected in them."
420,Jennifer Dentremont,29-Oct-23,5,"love coke! great soda, great price and great value. nothing is better than cracking open an fresh coca cola."
421,Fool,27-Nov-23,5,small cans.
422,Poppa~G,4-Nov-23,5,"high quality, better than described, super-fast shipping, will definitely buy again!!!"
423,practical flippery,15-Nov-23,3,"love these little minis, a household staple. so it was a no brainer to be a subscribe and save, until i saw the amount of packaging. this was not a one off for the packaging excess, i took a couple months of deliveries to decide. also coke mini's go on sale at the grocery store often, so the slight to no savings is not worth the environmental cost."
424,Sharon West,10-Nov-23,5,can’t beat taste of cocacola!
425,Amazon Customer,24-Nov-23,5,quality goods!!
426,roxanne medd,3-Jul-23,4,"product is always good! 4 bulging cans and 2 exploded, had no soda in them !"
427,George Balsamo,24-Oct-23,5,more than enough for the price.
428,me,29-Oct-23,5,not amazing drink!!!!!!
429,Ruby,28-Oct-23,5,good size.
430,Irma,20-Oct-23,5,i just love cola.
431,LAD TVL FL,23-Sep-23,5,"delivery was fast, no negative issues with the delivery, and true product."
432,johnny adams,18-Sep-23,5,what can i say it's better than pepsi.
433,Elle ,24-Aug-23,5,yes it’s cokeduh it’s goodwhy are you reading reviews for coke you know what it taste like.
434,Amazon Customer,16-Aug-23,5,after beating my dependence to the stuff...i don't like how it dehydrated me....but i love this soda!
435,Veronica,14-Sep-23,5,great to pass out on halloween.
436,Shorty,11-Jun-23,4,yummy.
437,Epillon,22-Feb-23,5,"coca cola is my go to soda and pretty much the only soda i like. the taste is always refreshing and nothing feels better than an ice cold coke on a hot day. the delivery was fast and flawless, didn't have any issues with my order. placed my order and the sodas were on my doorstop within a few hours."
438,Kara C.,11-May-22,5,omgoodness if you like cotton candy you will love this is like layers of flavors.... space flavored is the best way to sum it all up perfect name! to me anyway it's like similar to maybe cherry coke or cherry dr pepper then all of a sudden you get something i can only describe as cotton candy but i feel like saying a powder cotton candy like it's not quite cotton candy but it's amazing like i feel like if i could turn the after taste into a scent it would be an awesome perfume not that the soda tastes like perfume because it does not....look just get the 20 oz like i did then you will rush back to get more.
439,Luvbug,3-Apr-24,5,flavor is good and refreshing i like it a lot better than the sugar ones good price for the quantity as well.
440,Nicholas,20-Mar-24,5,i'm so addicted to soda but the calories kill me. diet just doesn't work for me due to the acrid taste and so i started drinking these zero sugar brands! awesome! they taste good and are cheaper than most places! highly recommend!!!
441,Damian Reynolds,11-Apr-24,5,great taste.
442,Crystal Garcia,15-Apr-24,5,coke zero is my go to soda daily. these bottles were amazing and fit well in my drink storage in my fridge! would definitely buy again as they are super convenient!
443,Anna,15-Apr-24,5,i like the convenience of paying a good price and having it delivered.
444,Salmon,8-Apr-24,4,"the quantity is just right for a soft drink. next to tea, this is my favorite soft drink. it is refreshing with cola taste."
445,Steven Zack,14-Apr-24,5,efficient delivery.
446,Barb Cunningham ,9-Apr-24,5,tastes great.
447,Rob,1-Apr-24,5,never had coke zero before i wanted soda and the price was really good and the taste too.
448,Girlygirl,29-Mar-24,5,a very nice refreshing taste but i have to use scissors to cut the plastic.
449,bonniedunlap,29-Mar-24,5,"love it, was glad to purchase this by amazon."
450,Laura Mathie,14-Mar-24,5,best price i’ve seen yet on this product.
451,Amber lauer,6-Mar-24,5,"great deal and fast shipping, just bought 4 more."
452,LilbitsCreations,22-Feb-24,5,"the title says it all, will not change it, taste is better than i expected. i buy this every time i shop at any store."
453,mjames467,19-Feb-24,5,love coke zero's drinks. the fact that it doesn't have sugar and empty calories is the sole reason why i drink them.
454,Minké,30-Jan-24,5,this coke zero is absolutely the best! it’s so fresh and exhilarating especially after it’s been chilled. it’s a great price and readily available. many times the grocery store is out of this particular brand. i buy from amazon in bulk and it arrives lightning fast. i hope amazon will maintain this affordable price. highly recommend .
455,Jasmine Ihebinike,25-Feb-24,5,tastes very close to the “real thing “.. i love the flavor.
456,Lynda,13-Feb-24,5,i would like to re order but after the first order it is no longer available. this is the only type of soda i will drink.
457,Major T,25-Jan-24,4,zero sugar seems just a marketing buzz for old diet coke; same old stuff with a new name. it is ok.
458,D. Toney,22-Feb-24,5,i love the taste of coke zero. highly recommended.
459,Kim,19-Feb-24,5,the order was delivered on as described and i will order again.
460,KJH,21-Feb-24,5,coke quality with budget savings.
461,Brianna Brier,29-Jan-24,5,"i’m a huge coke zero girly and was happy to see a pack of coke zero with such a low and amazing price for a 6 pack. definitely will be purchasing many, many times again lol."
462,Mark/Sharon H.,12-Feb-24,5,no sugar.
463,Emily-Kate,22-Oct-23,5,"so, here's the dealio. i'm no mathematician, but these bottles? definitely gives off some mini vibes. i mean, i thought i was ordering the grown-up, strutting-its-stuff-on-the-beach size. turns out, they're more like adorable soda toddlers taking their first steps. hubby was the one who pointed it out (probably his way of saying i should've read the description better... oops!). wish they came in 6 packs of 20oz – because, you know, go big or go home! but hey, maybe it's the universe's way of telling my man he doesn't need all that fizz. lol! will buy again, but maybe with a magnifying glass next time. 😉."
464,jessica p.,29-Jan-24,5,my favorite thing to drink tastes great and arrived fast.
465,Marty,30-Jan-24,5,good.
466,Irving Steven Sun,25-Jan-24,5,thank you.
467,Placeholder,16-Jan-24,5,best diet coke!
468,New name,14-Feb-24,3,first time i tried zero coke. it no flavour of cocoa. they put too much fake acacia flavour. too perfume-y i can tell totally different than diet coke.
469,Peter Barnard,27-Jan-24,3,"to many changes to coca cola over the years imo. i like consistent taste , and this just tasted off to me. wish they would stop changing sweeteners and labels. price was great but i had to ""preorder"" for that price and wait 7-10days for delivery, which wasn't a big deal. bring back tab 😂."
470,R.JORDAN,18-Nov-23,5,still favorite diet drink. notable that much quantity generates urinary frequency. perhaps >10 ounces can have that effect. pepsi diet is a rival but not the top.
471,Derek,30-Dec-23,5,good stuff.
472,Kittenista,12-Apr-24,2,"i am sorry, but this no sugar coca cola tastes more like diet pepsi cola. i know that there are many who prefer pepsi to coke and vice versa. i prefer coke to pepsi and this no sugar coke is more like pepsi, so i don't like it at all. i prefer the diet coke. i would not likely purchase this item again. maybe it's ""psychological"" but it gives a stomach ache, too. thank you for letting me express my opinion on this very important subject."
473,elizaveta protassov,30-Nov-23,5,"good, good, good."
474,mymorgy,6-Nov-23,5,i usually am not a soda drinker but boy is this soda delicious and addictive.
475,Beth Cain,15-Sep-23,5,the only favor of soda i drink. classic taste. always fresh.
476,Mary Miller,28-Aug-23,5,i like when it came on time.
477,Olga L.,20-Aug-23,5,its coke and its good.
478,David Wells,19-Jul-23,5,great coca cola taste without sugar! if i can't find coke zero i drink water!
479,lynn,16-Aug-23,5,liked the taste.
480,gregg lewis,10-May-22,5,"there's no sugar in this; there's no sugar in coke zero either. and there's no sugar in diet coke. i'm at a loss what to tell you. the flavor is the same as coke.. yet the lack of sugar also makes it somehow different. what is tricking my brain into thinking it is the coke of my youth i'll leave to forensic scientists to discover. till then, i will enjoy this new version of the coke that turned its back on pure cane sugar and walked away to glory and legend just the same."
481,Lee,25-Jul-23,5,this is my favorite coca-cola drink.
482,m k banks,13-Jul-23,5,great as always in coke a cola product.
483,Shirley Williams,30-Jun-23,5,i like coke zero.
484,321buhbuy,6-Dec-22,5,"pleasantly surprised that it actually tasted good to me, better than diet coke. i finished every bottle. would buy again."
485,Cristina ,4-Nov-22,5,"i absolutely like ! however, 90% of the time.....not in stock. this is almost every week. shame on warehouse manager."
486,Uwohali,22-Aug-22,5,"really fresh, reasonably priced considering it saved us a trip out using the delivery service."
487,Nixa Keye,27-Jul-22,5,i loved that they have tasty sugar free options. the kids couldn’t tell the difference…. at all. until they read the bottle.
488,Ana Jourdain,12-Oct-20,5,"great drink but always remember that this has caffeine despite the zero name. my idiot self assumed it didn’t have caffeine because of the name rather than doing research. turns out it has tons of caffeine. and my anxiety just could not, i didn’t sleep for two nights 😩 had to switch to diet coke caffeine free."
489,Beth,24-Jan-22,5,greatvtadting. can't tell that it is nonsugar compared to original.
490,Bruce Fraser,17-Jan-24,1,i don`t know where all the great reviess came from but it was pretty bad taste. i will go back to diet pepsi and forget this bad leap of faith i tried. live and learnbf.
491,BleuEyes,16-Oct-18,5,we love this coke zero! it tastes so close to regular coke without that nasty aftertaste the the diet coke has. we had an issue with two bottles out of three six packs being totally flat. i contacted the coke company and the sent us free product coupons after giving them the codes on the bottles.
492,Eileen Howorth,5-Sep-21,5,too much money for what you get. they shrunk the stupid bottle and charge more!
493,Fast food Cat,17-Mar-24,1,when i get this coke and only have 12 days left before expires! disgust this behavior!
494,Mary Dork,3-Oct-21,5,bought these for work for my weekly soda drink!
495,Luigi,13-Feb-21,4,good flavor.
496,April,16-Nov-20,5,coke zero always seems to be scarce these days. glad you have it and a great price too.
497,Ann,5-Feb-22,3,i like regular diet coke much better than this.
498,Joe,3-Aug-20,5,i like coke zero better than diet coke and this is a decent value.
499,EC,14-Feb-24,1,i did not like the artificial sweetener. makes my stomach hurt.
500,Carla J,31-Jan-20,5,what can i say? it’s my go to soda. and the price on the amazon fresh is really great.
501,Amazon Shopper,1-Jan-21,5,great flavor without consuming all that sugar.
502,deanna k.,6-Sep-21,3,very refreshing!!
503,WKT,9-Jan-24,1,five six-packs ordered. only three six- packs delivered.
504,ZCW,13-Jan-24,1,ordered october 22nd..delivered january 9th. wow.
505,Live Bearded !!,8-May-20,5,need i say more.
506,Alan,2-Sep-20,5,love it.
507,SusanB,31-Jan-20,5,best coca-cola product to date.
508,Sandra Tatum,28-Feb-20,3,flat.
509,Gary Romines,13-May-18,5,great.
510,TShaw,2-May-21,2,120 calories big deal.
511,Michael A. Mcmahan,2-Apr-21,1,so coke made a smaller bottle at a higher expense instead of useing the 20 oz. bottles just to cut out a little less than 4 oz. way to expensive for the volume of drink.
512,Tom S.,10-Feb-22,1,stale no fizz i still have one left after a month or two i don't know if i'm gonna try it.
513,Gene Lariviere,17-Jun-23,5,it taste more like regular coke compared to its diet coke option. they nailed it with the flavor. but i wish they would bring back coke zero 2004 time to time. i miss the og.
514,Susan Squan,21-Sep-17,1,please bring back coke zero. i hate this! i will no longer buy this sweet horrible tasting new coke. i want my cokes zero back please!
515,LegoGirl,17-Oct-16,5,"i'll drink just about any diet soda, but this is my #1 choice when it's an option. i was a fan of original diet coke for year, and was skeptical about this soda when it first came out---i suspected they had simply rebranded the bottle to remove the word ""diet"" so people would be less self-conscious drinking it. checking out the ingredients labels of diet coke and coke zero, things are in a slightly different order there so i guess it's true that the formulations are unique. coke zero has less ""bite"" than diet coke, so it's probably a better fit for people who like sweeter soft drinks.note: i can usually find these 6-packs on sale in local groceries for about four bucks; got these with my amazon fresh order for a little bit more, still reasonable."
