name,date,rating,text
Amazon Customer,12-Apr-24,5,"I am so glad, you all finally reduced the price, and allowed me to order this product! Miraculous, in our 3rd Heavenly Father and our Master's hand."
Nick F. Thompson,17-Apr-24,5,This is the real deal . I’m satisfied with my order.
doc,10-Apr-24,5,What can I say about this product? It’s the real thing. And the price is right Thanks!
Stacey Williams,17-Apr-24,5,As I expected.
Debbie,29-Mar-24,5,I like the price. I like the taste. I like bottled coca-cola better than canned soda pop. Bottled soda pop doesn't lose their fizz.
DRINDAHOUSE4U,14-Apr-24,5,Fast ship
Oldman69,14-Apr-24,5,Everything was great
Scott Brooks,6-Apr-24,5,"Excellent product, very inexpensive versus purchasing this product at the store."
LEB,29-Mar-24,5,We have purchased Coke products from this seller many times. They’ve always been good and never expired. Good price and delivered well.
christine gonzales,21-Mar-24,5,i buy products like wal mart pop tastes flat sometimes i think in warehouse too long but from amazon it has full flavor tastes like soda and not bashed cans for delivery thanks amazon
JS,29-Mar-24,4,"Put this in the fridge, it is better cold. I like Raspberry flavor, I want to try the zero Raspberry. I wish this didn't have any calories."
Mr Chris,19-Mar-24,4,"These cokes taste good and they’re right out of the bottle pretty carbonated, but it just doesn’t seem the same as opening like 12 ounce can of Coke. But I still like them now I’ll re-ordered them so I guess I don’t mind."
Chamberlain ,10-Apr-24,5,It's worth the price
Rhiannon Dea,4-Apr-24,5,Arrived in good condition
Twanna Smith,7-Apr-24,4,Good product
Mario Walls,1-Apr-24,5,"Loved it, great quality for the price."
Moose,8-Apr-24,5,Coke is always great
M Varry,4-Apr-24,4,"Convient, delivered to my doir."
Jj,3-Apr-24,5,I enjoyed it thanks
Kenny,9-Apr-24,5,Tasty
Steve Lockwood,1-Apr-24,5,"Great price, and arrived the next day"
Hang Do,6-Apr-24,5,Thank you
Marlene Lavene,19-Mar-24,4,"I liked the coke, not so much the spice. I'd rather have cherry coke or vanilla coke"
Angela Farooqui,1-Apr-24,5,The price is unbelievable
NC BLUE,31-Mar-24,5,Great packing great price
Vicki J.,23-Mar-24,5,I like this because it's not fancy and it's the Coke I've loved for all these years.
mag,21-Mar-24,5,really good value considering a single bottle is like 2$ at almost any grocery store
Lee,29-Mar-24,5,Great soda Great price
Foxy,7-Mar-24,5,Coke is my favorite beverage so I was pleased to find this 6 pack on Amazon at a low price. I have ordered this product several times and will continue to order it each week if Amazon keeps the price low.
John michael cobb,1-Apr-24,5,Good
JN,11-Mar-24,5,Like the liter size for family of 2-3.. Decent sale price. Just enough for a meal you want a bottlevofvsodavwith.
Darrin S,16-Mar-24,5,Delivered to my job for everyone to enjoy a little pick me up! Perfect
Ruth Wilson,19-Mar-24,4,Love these drinks.
L.B.,12-Mar-24,5,Love this new flavor. Great into price on this 6 pak as well. Recommend.
Cheryl Chamberlain,13-Mar-24,5,Items came without any problem. Great comfort food yo have delivered to the house!
KU4T,5-Mar-24,5,COKE SPiCED FLAVOR iS LASTiNG...REMiNDS ME OF A POTPOURRi STORE VERY TASTEE & ViBRANT SPiCED FLAVOR. REALLY LOVE iT AND HAPPY FOR FANCY FLAVORS FROM COCA-COLA.
Levi,13-Mar-24,5,Exactly what we wanted. No damage to the pop.
Ryan,5-Mar-24,5,Surprisingly delicious! Reminds me of ICEE of wild cherry and blue raspberry mixed together just softer in flavor and add carbonation. Would purchase again. Hope it sticks around
ashley,7-Mar-24,5,I snagged this at a good price. Cheaper than the stores.
Que Choca,2-Mar-24,5,Normally you pay an arm and a leg for delivery of liquids. This is very reasonably priced with free delivery.
Reader515,22-Feb-24,5,"If you loved California raspberry Coca-Cola and missed the taste, well it's back with a little spice to it. I love the flavor, you can smell the raspberries before you even taste it. This is my favorite Coke product, I am so glad it's back...for good!!"
Grant,6-Mar-24,5,Can't beat this.
Edward D Black,12-Mar-24,5,Real good
Badger11,11-Feb-24,4,There's a hint of a taste difference between these cokes and those I buy from Walmart. Almost like diet coke in similar flavor.
Marcia S. Pec,10-Mar-24,5,My favorite soft drink.
Miller,5-Mar-24,5,Great taste
Orion,3-Mar-24,5,It tastes great. Especially the cherry flavor.
Isabel Vazquez-Carvalho,4-Mar-24,5,Tastes good
Timi,1-Mar-24,5,Love Coke
Suzzy,17-Feb-24,5,They were just how I expected them
Larry Young,21-Feb-24,5,Taste like coke
Ernest Koschineg,17-Feb-24,5,i love coke and always will.
Love it,16-Feb-24,5,Buying more
Richard ,13-Feb-24,5,Good price Free shipping for prime
Tricia,5-Feb-24,5,We try to keep this great product on hand. Awesome taste with everything.
Amazon Customer,4-Feb-24,5,I really like coke it’s one of my favorite pops to drink
JB,25-Mar-24,3,"It's better to just go to the store! YES its great to deliver to your doorstep. Travel time is not worth it, but a good deal. My PERSONAL favorite experience for optimal flavor and freshness and carbonation is still the aluminum can (in date) in the freezer for about 10minutes!"
Syd Sadowski,4-Jan-24,4,"It’s good, but sad that these are getting more expensiv."
Tommie Roe,16-Mar-24,3,Not impressed sorry coke you missed the mark ! I don’t taste any spice only over sweet coke! By the way I like coke! Wished I could have tasted the cinnamon coke but never got any because I couldn’t find it my town! Not a good idea they should have called it raspberry coke no spiced
Amazon Customer,19-Mar-24,3,It is good but I would buy one or more spiced Coke to see if you like it. Spiced Coke is an acquired taste. My friends like it They agreed with me about this Coke being an acquired taste. It's not for everybody. Our tongues are very subjective.
make sure you🙈,8-Apr-24,3,one more time got it not long using days
kathleen johnson,2-Feb-24,5,Tastes like cola.
Ryan and Valerie Smith,27-Mar-24,3,"It’s alright, it’s not very bad, it’s just kinda meh."
Becca,1-Feb-24,5,Fantastic
Patricia,27-Jan-24,5,Thanks I am happy for my pop. great deal
A. Nuran,17-Mar-24,3,"It's Coke, but the ""spice"" flavor just doesn't work with the base citrus"
These were listed as postpartum underwear. Which means they would be worn while still bleeding Not ???,10-Mar-24,3,"It looked like regular Coke, so that’s what I was meaning to order not the spiced"
Robert Finley,24-Dec-23,5,We drink a lot of Diet Coke and this is a great price just wish we could buy more and often. Plus it’s delivered to the porch.
nathan19nj,6-Mar-24,3,Doesn't taste terrible. But I won't buy it again. I thought it would have some spiced flavor. Nope
Sandra,15-Nov-23,4,Like
Cherie J.,13-Sep-23,4,"It's the same great flavor when I first tried it years ago. The Coke company is definitely consistent with their flavors, and I certainly appreciate it. Thank you."
Lelia Tucker,28-Feb-24,3,The product was fine
Matilda Manning,13-Jan-24,5,Refreshing
Kindle Customer,20-Sep-23,4,"I ordered 24 bottles and the majority was fine, but out of 24, 5 of them were flat."
Mary Miller,9-Jan-24,5,Like the taste
Kat Williams,28-Mar-24,2,"I'm a Coke lover. Had I a choice, I would drink Coke as my every meal and refuse food. It is a delicious beverage in general and even the diet and free versions are delectable. I eagerly ordered this Spiced Coke anticipating a homey hint of cinnamon and ginger or perhaps an exotic blend of cardamom and star anise. Instead I got 6 bottles of hog swill. I truly believe the makers of Coke have used carbonated water to clean the old Coke from their processing machines then bottled the remnants with a couple cheap drops of raspberry flavor and caramel coloring. It is vile. 0 stars for me, but 2 for my 11 year old who also found it distasteful but drank it happily because he is never allowed to drink caffienated softdrinks."
Lynn Kostelecky,28-Dec-23,5,Tastes great!
Linda T. I got my fan a few days before the day it first said which is great. The fan works REALLY great. I am very happy with the fan that I got.,16-Sep-23,4,Im happy with it 
David U,21-Oct-23,5,"There's nothing, other than cold water, that is as refreshing as an ice cold bottle of Coca-Cola on a warm day. There's something about the bottle that gives Coke a jolt of refreshness. I suggest trying Coke in a bottle."
skipper44,15-Aug-23,5,"These came fast. If you do the math, you will see that you are getting each drink for much less than you would pay at a retail outlet in a city. I live in Charleston S.C. and it is very expensive here. A 16 ounce Coke here goes for about $2.00. With Amazon Prime, you save on shipping costs and get your product faster. I'm reordering before I run out. I highly recommend this product from this seller. They know customer service!"
Lii,19-Dec-23,5,Good
Roger Mastrude,5-Sep-23,4,"it actually IS recyclable, at least in my community!"
robb,22-Nov-23,5,"6 pack came intact, at a great price and right to my door. Awesome."
Zach Brunner,22-Oct-23,5,"You know it, you love it. If you can get this on sale, then it's a good value and it's delivered straight to you. Not much better than that."
quasilyon,27-Aug-23,4,What's to write. It's coca cola.
Debbie Truman ,6-Oct-23,5, lol I'm addicted to coke cola love this drink and here I can keep in stock at great prices and it's delivered to my door very convenient for me I love Amazon
Tina Slosser,28-Oct-23,5,It's Coke in in a 16 or z bottle.Sadly it took almost a month to be shipped.
Janna Harris,8-Nov-23,5,"What can I say, it’s coke, the taste everyone loves!"
carmen,12-Aug-23,4,Too expensive!!
Tracy Affield,27-Nov-23,5,Love my Coke!!
BLAIRFILM@gmail ⭐⭐⭐⭐⭐,29-Jan-24,5,"Nothing in the universe tastes just like Coke. Plenty of value in this pack of ten when you compare to other brands and off brands. And nothing I've ever tried has tasted better than Coca-Cola!Full of flavor, just the right size for over glass with ice, plenty of great carbonation and it lasts longer than most any other soft drink in the world.When I don't feel good or when my back hurts the only relief I get is from peeing a can of this over a glass full of medium ice cubes. I love the crackling of the ice as the cola pours over it and I love that taste so much it's hard to wait for it to calm down and get cooler! I have to take a drink Everytime!I hope this is helpful!"
Rhonda E,20-Mar-24,5,"Since I was in my teens, I have always drank the real Coca Cola. I started buying these 7 1/2 ounce cans. The taste is great. I like cans better than plastic bottles. The glass bottles were the best, but I can’t find them now. These cans are nice since they are a smaller version and stay cold until gone. Thank you Coca Cola for making them. Thank you Amazon for carrying them and delivering them."
Anonymous ,3-Apr-24,5,Live this brand of soda. So refreshing though bad for the teeth and heart. But on a hot day it does the trick. Refreshes. .
Oldman69,14-Apr-24,5,Everything was great
Thais Bury,21-Mar-24,5,"Size of cans is good, packaging was great, and taste is .. COKEY ! LOL"
Stephanie,5-Apr-24,5,I ordered 3 ten PACKS OF COKE ZI only got 1 I need you to send.m3E the other 2
Texas Gal,30-Mar-24,4,Tiny cans
Nelly Nice,2-Apr-24,5,I just started drinking this product (not a big soda drinker). I love the small cans because it is the right amount for me.
Amazon Customer,8-Apr-24,5,Warren Buffet is never wrong on anything worth a dollar. So buy the coke.
Need to speak to someone ASAP,14-Apr-24,5,Love it
ChaimMarko,7-Apr-24,5,i like these small cans. they do a great job for this stuff.
HAZEL EYES,3-Apr-24,5,excellent price i bought 2 packs of 10 arrived next day .very satisfied with my purchase
Cheryl Long,9-Apr-24,5,It's coke n it's great.
Mama_Bear,11-Apr-24,5,Great drink.
jerilynne mitchell,8-Apr-24,5,Small size but good
Tami grisham,8-Apr-24,5,Like
Constant Theodule,15-Mar-24,5,THE PERFECT SIZE BECAUSE IT IS NOT GOOD TO HAVE TOO MUCH OF A GOOD THING AND ORIGINAL TASTE BECAUSE IT TAKES ME BACK TO THE 70'S WHEN I WAS A KID!
N. LaVine,21-Mar-24,5,Love this flavor of Coke - really sorry it’s going away
Tina,13-Mar-24,5,These are great if you want your Coke product but are trying to cut back. They’re small but enough to enjoy the great Coke taste!
Just a guy,14-Mar-24,5,You can still treat yourself to a real coke if dieting. Have a little one and enjoy.
Patsy Devers,16-Mar-24,5,These are fine!
mike000mike,18-Feb-24,5,The big thing is finding this size of Coca-Cola at a good price in this case it's not about product quality but I will say whoever sold this to me it was fresh and the price of the time was good
Bonnie,9-Mar-24,5,Was too expensive.
Crazy TV Geek,24-Feb-24,5,As always... Great Soda!!!! Itsy bitsy sip of Coke. Actually needed after recent stomach problem.
Jason,24-Feb-24,5,There is nothing much to say it taste like coca cola
Marchelle L.,26-Feb-24,5,I love the mini cokes taste great to
Erik,16-Feb-24,5,This is a great product if you're crazy craving Coke I thought they were in a bigger can but still it did the job
Matthew Smothers,22-Feb-24,4,Coke needs to stop price gouging
Placeholder,30-Jan-24,4,Product wasn't leaking but not enough packing material s was busted open. The juice boxes had a leak as well. Product was fine otherwise.
Arnie M,22-Feb-24,5,Hey! It's CocaCola. Speaks for itself.
Sci-Fi Writer,14-Feb-24,5,The 7 oz. size is perfect for making cocktails.
Veronica gonzales,17-Feb-24,5,Great deal its all i ever drink
kitten,6-Feb-24,5,I recommend cocoa ola to all the soda drinkers out there
Kindle Customer,4-Feb-24,5,i love everything about it and the cans weren't smashed
Shawna C.,30-Jan-24,5,I absolutely love this size can of Coca Cola! Thank you for the can size!
H2,20-Mar-24,3,"I purchased this item expecting a full size can of soda. Other than the mention of ounces, the description fails to announce that these are mini soda's. I know I should probably be aware of how many ounces a standard soda can is, so that I don't have to count on the description, but they're literally called ""mini"" for a reason."
Amazon Customer,7-Feb-24,5,i love coke
Carlos,29-Jan-24,5,Delicious and refreshing as always. I like these compact 90 calorie cans.
Tara,29-Jan-24,5,What is there to review! Come is the BEST! Always will be!!
Mtnman,29-Jan-24,5,Awesome deal on a name brand product
t roth,3-Dec-23,5,"I recently purchased a case of Coca-Cola and I have to say, I'm very pleased with my purchase. The soda arrived in perfect condition and tasted just as great as I remember from my childhood. The convenience of being able to have it delivered right to my door is a game-changer and I will definitely be purchasing again in the future. Overall, I highly recommend Coca-Cola and buying it from Amazon!"
Colin Steiger,30-Jan-24,5,Best value on coca-cola
Dianne Foote,22-Jan-24,5,Mom enjoyed it. Have a Coke and a smile 
Denise Edwards,24-Mar-24,3,"These sodas were old and were flat. After being refrigerated and cold, these was no buzz or taste of cherry or coke flavor. Has the formula been changed ???"
chris reed,21-Jan-24,5,coke soda original tast nice and its at a cheap price
veronica williams,22-Jan-24,5,The best cola soda ever!
Xuberance60-MD,6-Nov-23,4,"Significant price change in recent times. Just order less often than when I purchased in the past. Oh well, welcome to 2023 and beyond."
Mecca Dawkins,16-Jan-24,5,Great buy. I was worried they would be flat but they never are. I order every month.
PHILLY BOXBOY,14-Sep-23,4,"I thought I was ordering bigger size cans,but Amazon was out of stock on so many soft drinks.The o'der,maybe classic coke.. had a powerful carbonation and a ""smokey"" or hard to explain,almost root beer flavor,this one seems to be a bit watered down,also the regular size 12 oz can was just right to accompany a sandwich or snack,this size always require a second can,a bit sneaky by coke but hey ..."
Linda Dickerson,20-Dec-23,5,"This was one of the easiest shopping experiences I've had in a long time. Shipping super fast, product packaged super well and even a kind note in the package to me. These folks are PERFECT!!!!!!! Thank you!!!!"
debra lou anthony,25-Dec-23,5,This is a great price for 10 cans of mini cokes. Great for those that can't drink a large bottle. Even better for little kids.
Tricia,19-Jan-24,5,Always keep on hand. Great taste as always
TARA M.,20-Jan-24,5,Only flavor of Coke we buy
David Martinez,31-Dec-23,5,I prefer this type of drink over any of the similar taste brands. There is nothing like a cold Coca Cola can on a weekend.
ARC.WSI,23-Jan-24,5,"yummy, that’s all folks"
DHG,14-Jan-24,5,It’s the REAL THING!!! We Love it!!!!
Isabel Vazquez-Carvalho,12-Jan-24,5,Takes the soda craving away in a smaller size
Loretta,13-Jan-24,5,Cute small can love coke
Hunter,25-Dec-23,5,A little pricy but having them delivered was worth it. Arrived on time and in good shape. Was packaged well.
Robert,15-Nov-23,4,Good soda.
Lana,5-Jan-24,5,It never changes
Sober,22-Dec-23,5,"I rarely drink soda, but when I do it's only this flavor."
Mamie Jackson,5-Jan-24,5,Thirst quenching for your thirst.
E. Michael Richards,25-Dec-23,5,The perfect size and good value. Prompt delivery.
Brandi Pearl,30-Oct-23,5,"These little cans help me cut down on waste by providing just a little soda at lunch, while taking meds, etc. They are quite portable. They are a reasonable value. I would purchase them again. They arrived in date and in very good condition."
Rachel S.,4-Dec-23,5,"I try to be careful how much soda I drink, especially portion size, so these little cans are great!"
Decorative tree lamp,25-Dec-23,5,Delicious. Crisp. Refreshing.
Emi,27-Jan-24,3,I won't order this again. The coke isn't expired yet. It expires in 8 months but it was somewhat flat. It was much less carbonated than when I buy it at the store.
Bailey Pruitt,11-Dec-23,5,Great quality tasted a lot better than it normally does
linda cullere,13-Dec-23,5,Perfect size and a pretty good price.
Byline by Lynn,3-Dec-23,5,Love the price on Amazon! Substantial savings over buying at the grocery store.
bg,12-Dec-23,5,we love coca cola
Andrea,31-Mar-23,5,"The Coca-Cola 12 Fl Oz pack of 24 is like a party in a box (or should I say, a can). With enough soda to go around, you can invite all your friends over and still have some left for yourself.And the taste? It's like a fizzy explosion of happiness in your mouth. Sweet, refreshing, and just the right amount of carbonation.Plus, the fact that it comes in a pack means you can stock up and never run out (unless you're really popular or have a serious soda addiction).Overall, I highly recommend the Coca-Cola 12 Fl Oz pack of 24. It's the perfect choice for anyone who wants a classic soda that never goes out of style. Trust me, your taste buds (and your guests) will thank you."
Amber,18-Aug-23,5,"Who came up with the idea of cinnamon Coke? Because I appreciate this genius idea from whomever actually did. I can’t even describe how good it was, so I’d just say try it; you will be glad you did. It is a little expensive for what you get, but if you want to give yourself a rare treat, this is the way to do it!"
Bornwithvail,29-Nov-23,5,I love coke I always buy this
Jakobe,2-Aug-18,5,"I live near Atlanta Georgia so having this in the house at all times is required by an unwritten law. We do not say the ""P"" word here.PROS:- It's Delicious.- It's Nostalgic.- It's Best in a can or glass bottle.CONS:- NONE!HOW TO POUR A PERFECT COKE:THE GOAL: Master the art of pouring a Coke from a can into a glass as part life's right of passage.The purpose is to preserve the bubbles from can to glass and here is how to do it perfectly. The secret is ""wet ice"" and a cold Coke.WHAT YOU'LL NEED:- Can of Coke- A tall narrow Glass, not plastic never use plastic.- Good clear cubed ice preferably bagged ice or filtered water ice. Crushed ice, although very tasty isnt reccomended.WHAT TO DO:1. Chill those cans, get them cold.2. Put ice in the glass. TIP: Wet ice is best. Not directly from the freezer that it is so cold your fingers stick to it, but rather cubes that have a wet or shiny appearance. (you can run a little water over them to smooth them up then dump the water out)3. Pop open the can4. Tilt the glass and pour one ounce of Coke over the ice, then wait a few micro moments for the bubbles to briefly settle.5. Keep glass tilted and pour the Coke down the inside of the glass, filling up the glass. Dont just Glug it in there. Go easy and smooth.6. Save about one ounce and pour into middle of glass to give a little head to the foam.Now you have a perfectly poured bubbly and refreshing classic Coke!This method preserves the bubbles and the fresh crisp taste of the Coke from can to glass, the wet ice and slow pour keep as many bubbles as possible."
Mark,24-Nov-23,5,Good price and very good drink highly recommend it
KitKat,6-Dec-23,3,"The item came early, however, when I picked up the package, I could hear the cans rolling around inside the box. When I opened the box, the package had been torn open. So needless to say I won't be drinking from these cans because who knows what was possibly injected in them."
Jennifer Dentremont,29-Oct-23,5,"Love coke! Great soda, great price and great value. Nothing is better than cracking open an fresh Coca Cola"
Fool,27-Nov-23,5,Small cans
Poppa~G,4-Nov-23,5,"HIGH QUALITY, BETTER THAN DESCRIBED, SUPER-FAST SHIPPING, WILL DEFINITELY BUY AGAIN!!!"
practical flippery,15-Nov-23,3,"Love these little minis, a household staple. So it was a no brainer to be a subscribe and save, until I saw the amount of packaging. This was not a one off for the packaging excess, I took a couple months of deliveries to decide. Also coke mini's go on sale at the grocery store often, so the slight to no savings is not worth the environmental cost."
Sharon West,10-Nov-23,5,Can’t beat taste of CocaCola!
Amazon Customer,24-Nov-23,5,Quality Goods!!
roxanne medd,3-Jul-23,4,"Product is always good! 4 bulging cans and 2 exploded, had no soda in them !"
George Balsamo,24-Oct-23,5,More than enough for the price
me,29-Oct-23,5,not amazing drink!!!!!!
Ruby,28-Oct-23,5,Good size
Irma,20-Oct-23,5,I just love cola
LAD TVL FL,23-Sep-23,5,"Delivery was fast, no negative issues with the delivery, and true product."
johnny adams,18-Sep-23,5,What can I say it's better than Pepsi.
Elle ,24-Aug-23,5,Yes it’s cokeduh it’s goodWhy are you reading reviews for coke you know what it taste like
Amazon Customer,16-Aug-23,5,After beating my dependence to the stuff...I don't like how it dehydrated me....but I LOVE this soda!
Veronica,14-Sep-23,5,Great to pass out on Halloween.
Shorty,11-Jun-23,4,Yummy
Epillon,22-Feb-23,5,"Coca Cola is my go to soda and pretty much the only soda I like. The taste is always refreshing and nothing feels better than an ice cold Coke on a hot day. The delivery was fast and flawless, didn't have any issues with my order. Placed my order and the sodas were on my doorstop within a few hours."
Kara C.,11-May-22,5,Omgoodness if you like cotton candy you will love this is like layers of flavors.... Space flavored is the best way to sum it all up perfect name! To me anyway it's like similar to maybe cherry coke or cherry dr pepper then all of a sudden you get something I can only describe as cotton candy but I feel like saying a powder cotton candy like it's not quite cotton candy but it's amazing like I feel like if I could turn the after taste into a scent it would be an awesome perfume not that the soda tastes like perfume because it does not....look just get the 20 oz like I did then you will rush back to get more
Luvbug,3-Apr-24,5,Flavor is good and refreshing I like it a lot better than the sugar ones good price for the quantity as well
Nicholas,20-Mar-24,5,I'm so addicted to Soda but the calories kill me. Diet just doesn't work for me due to the acrid taste and so I started drinking these Zero Sugar brands! AWESOME! They taste good and are cheaper than most places! HIGHLY RECOMMEND!!!
Damian Reynolds,11-Apr-24,5,Great taste
Crystal Garcia,15-Apr-24,5,Coke Zero is my go to soda daily. These bottles were amazing and fit well in my drink storage in my fridge! Would definitely buy again as they are super convenient!
Anna,15-Apr-24,5,I like the convenience of paying a good price and having it delivered.
Salmon,8-Apr-24,4,"The quantity is just right for a soft drink. Next to tea, this is my favorite soft drink. It is refreshing with Cola taste."
Steven Zack,14-Apr-24,5,Efficient delivery.
Barb Cunningham ,9-Apr-24,5,Tastes great
Rob,1-Apr-24,5,Never had Coke zero before I wanted soda and the price was really good and the taste too.
Girlygirl,29-Mar-24,5,A very nice refreshing taste but I have to use scissors to cut the plastic.
bonniedunlap,29-Mar-24,5,"Love it, was glad to purchase this by amazon."
Laura Mathie,14-Mar-24,5,Best price I’ve seen yet on this product
Amber lauer,6-Mar-24,5,"great deal and fast shipping, just bought 4 more."
LilbitsCreations,22-Feb-24,5,"The title says it all, will not change it, taste is better than I expected. I buy this every time I shop at any store."
mjames467,19-Feb-24,5,Love Coke Zero's drinks. The fact that it doesn't have sugar and empty calories is the sole reason why I drink them.
Minké,30-Jan-24,5,This Coke Zero is absolutely the best! It’s so fresh and exhilarating especially after it’s been chilled. It’s a great price and readily available. Many times the grocery store is out of this particular brand. I buy from Amazon in bulk and it arrives lightning fast. I hope Amazon will maintain this affordable price. Highly recommend 
Jasmine Ihebinike,25-Feb-24,5,Tastes very close to the “real thing “.. I love the flavor
Lynda,13-Feb-24,5,I would like to re order but after the first order it is no longer available. This is the only type of soda I will drink.
Major T,25-Jan-24,4,Zero Sugar seems just a marketing buzz for old Diet Coke; same old stuff with a new name. It is OK.
D. Toney,22-Feb-24,5,I love the taste of Coke Zero. Highly recommended.
Kim,19-Feb-24,5,The order was delivered on as described and I will order again.
KJH,21-Feb-24,5,COKE quality with budget savings
Brianna Brier,29-Jan-24,5,"I’m a huge Coke Zero girly and was happy to see a pack of Coke Zero with such a low and amazing price for a 6 pack. Definitely will be purchasing many, many times again lol."
Mark/Sharon H.,12-Feb-24,5,No Sugar
Emily-Kate,22-Oct-23,5,"So, here's the dealio. I'm no mathematician, but these bottles? Definitely gives off some mini vibes. I mean, I thought I was ordering the grown-up, strutting-its-stuff-on-the-beach size. Turns out, they're more like adorable soda toddlers taking their first steps. Hubby was the one who pointed it out (probably his way of saying I should've read the description better... oops!). Wish they came in 6 packs of 20oz – because, you know, go big or go home! But hey, maybe it's the universe's way of telling my man he doesn't need all that fizz. LOL! Will buy again, but maybe with a magnifying glass next time. 😉"
jessica p.,29-Jan-24,5,My favorite thing to drink tastes great and arrived fast.
Marty,30-Jan-24,5,Good
Irving Steven Sun,25-Jan-24,5,Thank you
Placeholder,16-Jan-24,5,Best diet coke!
New name,14-Feb-24,3,First time i tried zero coke. It no flavour of cocoa. They put too much fake acacia flavour. Too perfume-y I can tell totally different than diet coke.
Peter Barnard,27-Jan-24,3,"To many changes to coca cola over the years imo. I like consistent taste , and this just tasted off to me. Wish they would stop changing sweeteners and labels. Price was great but I had to ""preorder"" for that price and wait 7-10days for delivery, which wasn't a big deal. Bring back TaB 😂"
R.JORDAN,18-Nov-23,5,Still favorite diet drink. Notable that much quantity generates urinary frequency. Perhaps >10 ounces can have that effect. Pepsi Diet is a rival but not the top.
Derek,30-Dec-23,5,Good stuff
Kittenista,12-Apr-24,2,"I am sorry, but this No Sugar Coca Cola tastes more like Diet Pepsi Cola. I know that there are many who prefer Pepsi to Coke and vice versa. I prefer Coke to Pepsi and this No Sugar Coke is more like Pepsi, so I don't like it at all. I prefer the Diet Coke. I would not likely purchase this item again. Maybe it's ""psychological"" but it gives a stomach ache, too. Thank you for letting me express my opinion on this very important subject."
elizaveta protassov,30-Nov-23,5,"Good, good, good"
mymorgy,6-Nov-23,5,I usually am not a soda drinker but boy is this soda delicious and addictive.
Beth Cain,15-Sep-23,5,The only favor of soda I drink. Classic taste. Always fresh.
Mary Miller,28-Aug-23,5,I like when it came on time
Olga L.,20-Aug-23,5,its coke and its good
David Wells,19-Jul-23,5,Great coca cola taste without sugar! If I can't find coke zero I drink water!
lynn,16-Aug-23,5,Liked the taste
gregg lewis,10-May-22,5,"There's no sugar in this; there's no sugar in Coke Zero either. And there's no sugar in Diet Coke. I'm at a loss what to tell you. The flavor is the same as Coke.. yet the lack of sugar also makes it somehow different. What is tricking my brain into thinking it is the coke of my youth I'll leave to forensic scientists to discover. Till then, I will enjoy this new version of the Coke that turned its back on pure cane sugar and walked away to glory and legend just the same."
Lee,25-Jul-23,5,This is my favorite Coca-Cola drink.
m k banks,13-Jul-23,5,Great as always in coke a cola product
Shirley Williams,30-Jun-23,5,I like coke zero
321buhbuy,6-Dec-22,5,"Pleasantly surprised that it actually tasted good to me, better than Diet Coke. I finished every bottle. Would buy again."
Cristina ,4-Nov-22,5,"I absolutely like ! HOWEVER, 90% of the time.....NOT IN STOCK. THIS IS ALMOST EVERY WEEK. SHAME ON WAREHOUSE MANAGER."
Uwohali,22-Aug-22,5,"Really fresh, reasonably priced considering it saved us a trip out using the delivery service."
Nixa Keye,27-Jul-22,5,I loved that they have tasty sugar free options. The kids couldn’t tell the difference…. At all. Until they read the bottle.
Ana Jourdain,12-Oct-20,5,"Great drink but always remember that this has caffeine despite the zero name. My idiot self assumed it didn’t have caffeine because of the name rather than doing research. Turns out it has tons of caffeine. And my anxiety just could not, I didn’t sleep for two nights 😩 had to switch to Diet Coke caffeine free."
Beth,24-Jan-22,5,Greatvtadting. Can't tell that it is nonsugar compared to original.
Bruce Fraser,17-Jan-24,1,I don`t know where all the great reviess came from but it was pretty bad taste. I will go back to diet pepsi and forget this bad leap of faith I tried. live and learnbf
BleuEyes,16-Oct-18,5,We love this Coke Zero! It tastes so close to regular coke without that nasty aftertaste the the Diet Coke has. We had an issue with two bottles out of three six packs being totally flat. I contacted the Coke company and the sent us free product coupons after giving them the codes on the bottles.
Eileen Howorth,5-Sep-21,5,Too much money for what you get. They shrunk the stupid bottle and charge more!
Fast food Cat,17-Mar-24,1,When I get this Coke and only have 12 days left before expires! Disgust this behavior!
Mary Dork,3-Oct-21,5,Bought these for work for my weekly soda drink!
Luigi,13-Feb-21,4,Good flavor.
April,16-Nov-20,5,Coke Zero always seems to be scarce these days. Glad you have it and a great price too.
Ann,5-Feb-22,3,I like regular diet Coke much better than this.
Joe,3-Aug-20,5,I like Coke Zero better than Diet Coke and this is a decent value.
EC,14-Feb-24,1,I did not like the artificial sweetener. Makes my stomach hurt
Carla J,31-Jan-20,5,What can I say? It’s my go to soda. And the price on the Amazon Fresh is really great.
Amazon Shopper,1-Jan-21,5,Great flavor without consuming all that sugar.
deanna k.,6-Sep-21,3,VERY REFRESHING!!
WKT,9-Jan-24,1,Five six-packs ordered. Only three six- packs delivered
ZCW,13-Jan-24,1,Ordered October 22nd..delivered January 9th. Wow
Live Bearded !!,8-May-20,5,Need I say more
Alan,2-Sep-20,5,Love it
SusanB,31-Jan-20,5,Best Coca-Cola product to date
Sandra Tatum,28-Feb-20,3,Flat
Gary Romines,13-May-18,5,Great
TShaw,2-May-21,2,120 calories big deal
Michael A. Mcmahan,2-Apr-21,1,so coke made a smaller bottle at a higher expense instead of useing the 20 oz. bottles just to cut out a little less than 4 oz. Way to expensive for the volume of drink
